Topic,Count,Name,Representation,Representative_Docs,sentiment_neutral,sentiment_pos,sentiment_neg,representative_text_indexes,topic_color
32,14,32_tech_battery_get2karthik_but,"['tech', 'battery', 'get2karthik', 'but', 'lithium', 'finjourney', 'teakkadai1', 'hoping', 'eventually', 'swap']","['@jmllubber @DavidMichery @FinJourney David said actions speak louder then words. He has been working 24/7. I believe him. I also believe in Lawrences battery tech. It is a mess though with Lawrence and DM and trying to come to some agreement.', 'RT @suse4u: @get2karthik @teakkadai1 But hoping for breakthrough battery tech which will eventually overcome this', '@get2karthik @teakkadai1 But hoping for breakthrough battery tech which will eventually overcome this']",0.8743571428571428,0.09371428571428571,0.031928571428571424,"[2289, 2290, 2960]","(130, 229, 199)"
33,13,33_graphite_graphene_batteries_sovereignmetals,"['graphite', 'graphene', 'batteries', 'sovereignmetals', 'purity', 'gt9995', 'svml', 'tgr', 'kasiya', 'benchmark']","['#SVML @sovereignmetals - Kasiya #Graphite for use in #Lithium ion Batteries\r\n\r\n-Above benchmark &gt;99.95% carbon purity achieved.\r\n\r\n-Near perfect crystallinity - an indicator of battery anode performance\r\n\r\nread- https://t.co/gaXyHbs8Tt https://t.co/Om0Uvo89uS', 'RT @Brand_UK: #SVML @sovereignmetals - Kasiya #Graphite for use in #Lithium ion Batteries\r\n\r\n-Above benchmark &gt;99.95% carbon purity achieved.…', 'RT @Brand_UK: @sovereignmetals #SVML - Kasiya Graphite for use in Lithium ion Batteries\r\n\r\n-Above benchmark &gt;99.95% carbon purity achieved.…']",0.8844615384615384,0.1033846153846154,0.012153846153846154,"[920, 982, 2336]","(148, 131, 79)"
34,13,34_he_mavericks_charge_lead,"['he', 'mavericks', 'charge', 'lead', 'point', 'since', 'that', 'the', '13point', 'okhsscores']","[""2006 Finals, Game 3 🎟\r\n\r\nMavericks lead Heat 2-0 🤠\r\n\r\nDespite the Mavericks' 13-point lead in the fourth quarter, Dwyane Wade took charge and scored 15 points (he had 42 total), even with five fouls against him! 🪣🔥\r\n\r\n(📸 @adbphotoinc)\r\n\r\n(1 of 2) https://t.co/vFbGRdAtHi"", 'RT @6colorblind6: @donzie1960 He looks thinner in that pose?🙃\r\nSince he cannot play baseball can he charge the mound to start a fight?\r\nIf he…', ""@donzie1960 He looks thinner in that pose?🙃\r\nSince he cannot play baseball can he charge the mound to start a fight?\r\nIf he did that he would redeem himself for sucking..\r\nAlthough it's not his fault that he sucks it's the point of leaving him in the game that baffles all of us lol #LGM""]",0.6894615384615383,0.21038461538461536,0.1,"[1713, 1883, 2554]","(47, 251, 152)"
35,13,35_walking_mobility_infrastructure_cycling,"['walking', 'mobility', 'infrastructure', 'cycling', 'transportation', 'biking', 'bloomberg', 'sustainable', 'txdot', 'neither']","['🗣️Youth involvement in sustainable mobility extends beyond personal choices. They are instrumental in advocating for infrastructure improvements, safer biking and walking paths, and reliable public transportation systems.\r\n\r\nDon’t miss the conversation, sign up to join the session! https://t.co/LOYfPlTI28', '@TxDOT You choose walking, biking, and public transportation as a healthier and more sustainable mobility option and kick car dependency to the curb. https://t.co/iVkOF5E5pq', 'RT @kelseyhuse30: @TxDOT You choose walking, biking, and public transportation as a healthier and more sustainable mobility option and kick…']",0.8642307692307691,0.13176923076923078,0.003923076923076923,"[877, 965, 1057]","(149, 122, 133)"
36,13,36_blockchain_bitcoin_mining_survey,"['blockchain', 'bitcoin', 'mining', 'survey', 'comst', 'anomaly', 'salvador', 'btc', 'el', 'detection']","[""RT @PlanetDefi: El Salvador is set to develop one of the world's largest #Bitcoin mining farms by leveraging the power of volcanic 🌋energy.…"", 'RT @IEEECOMST: [COMST Survey] Anomaly Detection in Blockchain Networks: A Comprehensive Survey\r\n\r\nThe recent advancements in blockchain has l…', '[COMST Survey] Anomaly Detection in Blockchain Networks: A Comprehensive Survey\r\n\r\nThe recent advancements in blockchain has led researchers to integrate blockchain in everyday cyber physical systems, such as smart grid, supply chain, electric vehicles, Int…https://t.co/euJX88wiLl']",0.8170000000000001,0.13776923076923075,0.045307692307692306,"[975, 1806, 2436]","(73, 180, 117)"
37,12,37_solar_panels_inverter_sturdy,"['solar', 'panels', 'inverter', 'sturdy', 'ip67', 'constructed', 'inverters', 'zetinsolar', 'mppt', 'alloy']","['@milachka2001 @Amie42 @dorfman_p @RonnieBelmans True. My 180W panels 15 years ago are about 85% now \r\nBut the 2 x 2.5 kW inverter will cost me $650 to fix if they die. So I will replace the whole system with  10kW (or 20kW)  panels +5kW inverter+ battery with a 10 year warranty. \r\nSystem decisions overide single tech issues.', 'RT @zetin_solar: High Quality: Aluminum alloy housing, solid and sturdy constructed, IP67 waterproof, long life lithium iron phosphate batt…', 'High Quality: Aluminum alloy housing, solid and sturdy constructed, IP67 waterproof, long life lithium iron phosphate battery, dusk on dawn off light sensor, anti-broken remote control. Each part underwent aging and repeated testing.\r\n\r\nMaandamano University']",0.8888333333333334,0.09325,0.017916666666666668,"[1369, 1532, 2961]","(82, 215, 118)"
38,12,38_bus_sindh_red_peoples,"['bus', 'sindh', 'red', 'peoples', 'pink', 'brt', 'karachi', 'busorange', 'busgreen', 'ppp']","['The PPP led Sindh Govt has launched the Peoples Red Bus , White EV Bus,Orange line BRT Bus, Pink Bus,Green bus in Karachi. The buses connect major residential hubs &amp; industrial &amp; business centers.\r\nThank You @BBhuttoZardari ❤️&amp; honourable Transport Minister @sharjeelinam . https://t.co/sW1ZZQYPV8', 'The PPP led Sindh Govt has launched the Peoples Red Bus , White EV Bus,Orange line BRT Bus, Pink Bus,Green bus in Karachi. The buses connect major residential hubs &amp; industrial &amp; business centers.\r\nThank You @BBhuttoZardari ❤️&amp; honourable Transport Minister @sharjeelinam . https://t.co/LnBSYC0S9s', 'RT @S_Hassam_Ali: The PPP led Sindh Govt has launched the Peoples Red Bus , White EV Bus,Orange line BRT Bus, Pink Bus,Green bus in Karachi…']",0.85825,0.14175000000000001,0.0,"[734, 793, 3215]","(67, 200, 247)"
39,10,39_justice_vote_social_point,"['justice', 'vote', 'social', 'point', 'negativitya', 'she', 'empowered', 'represented', 'would', 'thrive']","[""Some ppl thrive off negativity....a million positive things could happen and they would not say a word but one negative thing and they're leading the charge to point it out"", ""RT @BrandonWarmke: “…and a course of action might be supported because it represented the aim of 'social justice', which from the point of…"", ""“…and a course of action might be supported because it represented the aim of 'social justice', which from the point of view of 'justice' was not just. The term 'social justice' is in danger of losing its rational content -which would be replaced by a powerful emotional charge.”""]",0.6785,0.20780000000000004,0.1137,"[928, 1818, 2560]","(13, 141, 247)"
40,10,40_fire_kashmir_escooter_caught,"['fire', 'kashmir', 'escooter', 'caught', 'scooter', 'devastating', 'departments', 'strange', 'blasted', 'balcony']","['RT @faza_zainab: First such strange and tragic accident in Kashmir where in e-scooter battery blasted\r\n#blast #Srinagar #Kashmir #scooty', 'RT @YahooNewsAU: A family has been forced to shelter on a balcony after the charging battery of an e-scooter caught fire, spewing toxic fum…', ""A family has been forced to shelter on a balcony after the charging battery of an e-scooter caught fire, spewing toxic fumes into their apartment in Sydney's inner west.\r\n\r\n#blaze #Fire #Scooter \r\n\r\nhttps://t.co/jD4eaIthD4""]",0.5836,0.0358,0.3805,"[2016, 2589, 2591]","(243, 42, 33)"
41,10,41_lanka_sri_mw_1875acre,"['lanka', 'sri', 'mw', '1875acre', 'laid', 'gcl', 'ggsipu', 'ltd', 'stone', 'kpi']","['@AtishiAAP @ArvindKejriwal @GGSIPUIndia @smritiirani Ji laid the foundation stone of an 18.75-acre east Delhi campus of GGSIPU which will be equipped with modern facilities including solar power panels and geothermal cooling systems. https://t.co/3PDItGGEAj', 'GCL China with their facilitator in Sri Lanka, Sri Lanka MAAVI Agro Lanka International Pvt. Ltd will build two 50 MW generating solar plants and two 100 MV generating wind power projects. https://t.co/9h7YkapDZS', 'RT @BRI_SL: GCL China with their facilitator in Sri Lanka, Sri Lanka MAAVI Agro Lanka International Pvt. Ltd will build two 50 MW generatin…']",0.9481999999999999,0.0518,0.0,"[2503, 2508, 3662]","(105, 163, 132)"
